generation,rank,stage,fitness,mean_score,std_score,mean_steps,mean_max_tile,rate_2048,rate_4096,rate_8192,w_lost_penalty,w_empty,w_merges,w_monotonicity,w_sum
9,2,full,19911.181805,85454.500000,34252.523173,3809.875000,5120.000000,1.000000,1.000000,0.250000,200000,365.573781067,865.602234132,41.5276808019,12.9435203547
9,3,full,17583.729127,83832.000000,19500.157025,3818.250000,4608.000000,1.000000,1.000000,0.125000,200000,354.554761538,800.537950377,41.1437746442,11.214963378
9,4,full,13168.034924,79899.000000,24884.867189,3661.000000,4352.000000,1.000000,0.875000,0.125000,200000,356.345588701,824.390224375,40.1570352281,8.25506281913
9,5,full,7442.016333,73745.500000,34760.796765,3312.875000,4608.000000,1.000000,0.750000,0.250000,200000,371.969942885,857.160780853,52.8218007907,8.78449213472
9,6,fast,-3291.811866,33128.000000,21463.542547,1629.333333,2218.666667,0.666667,0.333333,0.000000,200000,387.4889608,867.40647363,44.3256346236,8.2570546798
9,7,full,-5501.367418,62106.000000,31204.984281,2875.500000,3840.000000,1.000000,0.625000,0.125000,200000,353.908135456,835.728665986,41.0480978859,9.22006432142
9,8,fast,-9895.001147,27232.000000,6823.006571,1447.666667,1706.666667,0.666667,0.000000,0.000000,200000,380.470459461,878.015594994,47.2143466985,8.37757258312
9,9,fast,-10623.883969,26641.333333,13733.814361,1421.666667,1536.000000,0.666667,0.000000,0.000000,200000,373.75220544,739.964697579,50.2716412821,8.27024063036
9,10,fast,-12193.118032,24806.666667,462.184186,1273.333333,2048.000000,1.000000,0.000000,0.000000,200000,385.453182507,856.256962496,47.9703199986,8.28327553703
9,11,fast,-13710.342305,23538.666667,12923.397833,1231.000000,1536.000000,0.666667,0.000000,0.000000,200000,388.662268709,788.920453088,47.6553008646,8.26426601325
9,12,fast,-16155.378725,21156.000000,16041.885508,1163.000000,1194.666667,0.333333,0.000000,0.000000,200000,375.077547295,822.212123017,41.5492445555,8.32744206592
